id;name;website;type;scraped_text;meta_description;sectors;domains;dimensions;ai_capabilities;status;status_code
1991;TechSeed;https://www.techseed.se;publicsector;TechSeed Seeding Innovation Growing Sustainability NEWS JOIN US Innovation never stands still, and neither do we. We’re crafting a new digital experience. For inquiries, partnerships, or collaborations, reach out. Tab 1 Tab 2 Tab 3 Group Sven Ivar Mørch CEO & Founder +47 908 46 984 sim@techseed.no All over the place Get in touch Group Group Heading Get in touch Get in touch Heading Lorem ipsum dolor sit amet, consectetur adipiscing elit. Suspendisse varius enim in eros elementum tristique. Duis cursus, mi quis viverra ornare, eros dolor interdum nulla, ut commodo diam libero vitae erat. Aenean faucibus nibh et justo cursus id rutrum lorem imperdiet. Nunc ut sem vitae risus tristique posuere. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Suspendisse varius enim in eros elementum tristique. Duis cursus, mi quis viverra ornare, eros dolor interdum nulla, ut commodo diam libero vitae erat. Aenean faucibus nibh et justo cursus id rutrum lorem imperdiet. Nunc ut sem vitae risus tristique posuere. Get in touch Heading Heading Lorem ipsum dolor sit amet, consectetur adipiscing elit. Suspendisse varius enim in eros elementum tristique. Duis cursus, mi quis viverra ornare, eros dolor interdum nulla, ut commodo diam libero vitae erat. Aenean faucibus nibh et justo cursus id rutrum lorem imperdiet. Nunc ut sem vitae risus tristique posuere. Get in touch Jönköping Tobias Nilsson Head of Region Mid Sweden +46 73 082 5533 tobias.nilsson@techseed.se Looking for the perfect place. Get in touch Jönköping Jönköping Heading Get in touch Get in touch Heading Lorem ipsum dolor sit amet, consectetur adipiscing elit. Suspendisse varius enim in eros elementum tristique. Duis cursus, mi quis viverra ornare, eros dolor interdum nulla, ut commodo diam libero vitae erat. Aenean faucibus nibh et justo cursus id rutrum lorem imperdiet. Nunc ut sem vitae risus tristique posuere. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Suspendisse varius enim in eros elementum tristique. Duis cursus, mi quis viverra ornare, eros dolor interdum nulla, ut commodo diam libero vitae erat. Aenean faucibus nibh et justo cursus id rutrum lorem imperdiet. Nunc ut sem vitae risus tristique posuere. Get in touch Heading Heading Lorem ipsum dolor sit amet, consectetur adipiscing elit. Suspendisse varius enim in eros elementum tristique. Duis cursus, mi quis viverra ornare, eros dolor interdum nulla, ut commodo diam libero vitae erat. Aenean faucibus nibh et justo cursus id rutrum lorem imperdiet. Nunc ut sem vitae risus tristique posuere. Get in touch Västerås Tobias Nilsson Head of Region Mid Sweden +46 73 082 5533 tobias.nilsson@techseed.se Ingenjör Bååths gata 19, 722 12 Västerås, Sweden Get in touch Västerås Västerås Heading Get in touch Get in touch Heading Lorem ipsum dolor sit amet, consectetur adipiscing elit. Suspendisse varius enim in eros elementum tristique. Duis cursus, mi quis viverra ornare, eros dolor interdum nulla, ut commodo diam libero vitae erat. Aenean faucibus nibh et justo cursus id rutrum lorem imperdiet. Nunc ut sem vitae risus tristique posuere. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Suspendisse varius enim in eros elementum tristique. Duis cursus, mi quis viverra ornare, eros dolor interdum nulla, ut commodo diam libero vitae erat. Aenean faucibus nibh et justo cursus id rutrum lorem imperdiet. Nunc ut sem vitae risus tristique posuere. Get in touch Heading Heading Lorem ipsum dolor sit amet, consectetur adipiscing elit. Suspendisse varius enim in eros elementum tristique. Duis cursus, mi quis viverra ornare, eros dolor interdum nulla, ut commodo diam libero vitae erat. Aenean faucibus nibh et justo cursus id rutrum lorem imperdiet. Nunc ut sem vitae risus tristique posuere. Get in touch Malmö Åsa Melvanius Head of Region South, Deputy CEO TechSeed Group +46 70 877 2180 asa.melvanius@techseed.se Stora Varvsgatan 6A, 211 19, Malmö Get in touch Malmö Malmö Heading Get in touch Get in touch Heading Lorem ipsum dolor sit amet, consectetur adipiscing elit. Suspendisse varius enim in eros elementum tristique. Duis cursus, mi quis viverra ornare, eros dolor interdum nulla, ut commodo diam libero vitae erat. Aenean faucibus nibh et justo cursus id rutrum lorem imperdiet. Nunc ut sem vitae risus tristique posuere. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Suspendisse varius enim in eros elementum tristique. Duis cursus, mi quis viverra ornare, eros dolor interdum nulla, ut commodo diam libero vitae erat. Aenean faucibus nibh et justo cursus id rutrum lorem imperdiet. Nunc ut sem vitae risus tristique posuere. Get in touch Heading Heading Lorem ipsum dolor sit amet, consectetur adipiscing elit. Suspendisse varius enim in eros elementum tristique. Duis cursus, mi quis viverra ornare, eros dolor interdum nulla, ut commodo diam libero vitae erat. Aenean faucibus nibh et justo cursus id rutrum lorem imperdiet. Nunc ut sem vitae risus tristique posuere. Get in touch Stockholm Anja Edgren MD Tec...;Seeding Innovation. Growing Sustainability. We believe innovation with technology will be the solution to many of the world's biggest challenges. This is our WHY and it fills us with energy every day.;Information Technology;IT & Software, Legal & Compliance, Management & Leadership, Operations, Security, Engineering, Innovation;Ecosystem & Partners, Execution, Technology, Vision & Strategy, Data;;success;200
1874;Techstep;techstep.se;corporation;Techstep är en komplett leverantör av mobil teknik. Våra lösningar bidrar till en positiv förändring i det dagliga arbetet, genom att låta anställda arbeta från var som helst, mer effektivt, säkert och mer hållbart. Vi hjälper kunder som vill arbeta smartare, samtidigt som vi håller deras ESG-löften. Med mer än 350 anställda baserade i Norge, Sverige, Danmark och Polen hjälper vi mer än 2 000 stora och medelstora företag i Europa. Techstep är noterat på Oslo Börs under tickern TECH. Besök oss på techstep.se för att läsa mer.;Förenkla hanteringen av mobila enheter från inköp till återvinning. Skalbara lösningar för hybrid- och frontlinjearbetare som ökar produktivitet och hållbarhet.;Information Technology;;;;success;200
1904;Billogram AB;https://www.billogram.com;corporation;Transforming the invoice-to-cash process, Billogram’s intelligent platform orchestrates payments, strengthens customer relationships, and reduces churn. It delivers operational efficiency and a seamless payment experience that benefits businesses and their customers. As we challenge the traditional world of invoicing, working with driven and talented people is a necessity and something Billogram has prioritized since the start. As of today, around 100 ambitious people make up our great team.  The whole company is driven by a vision of building a service for the future and we have a great time doing so. To continue this journey, we are always looking for people who have new perspectives and like to keep reinventing what is already working.;Invoice-to-Cash platform | Smart payments by Billogram. Discover Invoice-to-Cash by Billogram, a platform that optimizes payment flow and creates better customer relationships through smart invoicing and automation.;Financial;;;;success;200
1142;Unbiased;https://unbiased.cc/;startup;Unbiased is an award-winning Swedish tech startup, building solutions to fight ethical challenges in the AI and BigData Industry with the help of Blockchain technology. Our first offering is the Data Marketplace platform (In Beta), a one-stop-shop B2B solution helping enterprises working with AI and Machine Learning applications, by providing privacy-preserved and decentralized AI development tools. In addition, our services also include transparent and trustworthy data collection, annotation, labeling, and analytics with blockchain certificates. Through its solutions, Unbiased aims to contribute towards innovation and the betterment of societies.;Fix the fake news problem and transform the news industry. Leveraging AI and Blockchain to Fighting Fake News and Misinformation on the Internet. Learn More!;Retail, Automotive, Information Technology, Manufacturing;;Usecases & Inspiration, Technology, Vision & Strategy, Data;;ssl_error;
1556;Akademiska sjukhuset / Uppsala University Hospital;akademiska.se;publicsector;Välkommen till Akademiska sjukhuset Hitta rätt på sjukhuset Hitta till ingångar Ingång 10 Ingång 100/101 Ingång 12 Ingång 13 Ingång 15 Ingång 17 Ingång 18 Ingång 24 Ingång 240 Ingång 30 Ingång 32 Ingång 33 Ingång 34 Ingång 35 Ingång 40 Ingång 50 Ingång 51 Ingång 55 Ingång 60 Ingång 61 Ingång 62 Ingång 65 Ingång 70 Ingång 77 Ingång 78 Ingång 79 Ingång 82 Ingång 85 Ingång 94 Ingång 95 Ingång 96 Ingång C11 Ingång C5 Ingång D1 Ingång Genetikvägen Kartor Mottagningar och avdelningar Accessmottagningen ADHD på nätet vid Akademiska sjukhuset Affektiv mottagning 2 Affektiv mottagning 3 Affektiva behandlingsenheten Akutmottagningen Akutmottagningen för barn och ungdom Akutmottagningen för barn- och ungdomspsykiatri Akutmottagningen för gynekologi vid Akademiska sjukhuset Akutmottagningen för infektions­sjukdomar Akutmottagningen för vuxenpsykiatri Akutvårdsavdelning 65 A2 Allergimottagningen för barn och ungdom Allmängenetiska mottagningen Aminamottagningen Amningsmottagningen Anestesi- och operations­avdelningen vid ingång 95-96 Anestesi- och operations­avdelningen vid Samariterhemmet Arbets- och miljömedicinska mottagningen Arbetsterapi­mottagningen vid Akademiska sjukhuset Arytmilaboratoriet Auroramottagningen Avdelningen för akut och specialiserad pediatrik 95 E Avdelningen för specialiserad hemsjukvård Barn- och ungdomspsykiatrins förstärkta öppenvård Barn- och ungdomspsykiatrisk mottagning 1 Barn- och ungdomspsykiatrisk mottagning 2 Barn- och ungdomspsykiatrisk mottagning 3 Barn- och ungdomspsykiatrisk ätstörningsavdelning NHV 2 A Barn- och ungdomspsykiatriska akutavdelningen Barn- och ungdomspsykiatriska mottagningen i Enköping Barn- och ungdomspsykiatriska ätstörningsenheten Barnanestesi- och barnoperations­avdelningen Barnavdelning för neurologi, ortopedi, kirurgi och urologi 95 B Barnavdelningen för blod- och tumörsjukdomar 95 A Barngenetiska mottagningen Barnintensivvårdsavdelningen, BIVA Barnmottagningen för blod- och tumörsjukdomar Barnsjukhusets arbetsterapi- och fysioterapi­avdelning Barnsjukhusets dietistavdelning Barnsjukhusets kurators- och psykologavdelning Barnsjukhusets logopedavdelning Barnsjukhusets specialpedagogavdelning Barnsjukvård i hemmet Barnspecialist­mottagningarna i länet Barnuppvaknings­avdelningen BB på vägs hemsjukvård BB på vägs återbesöks­mottagning BB-avdelning 96 C2 BB-avdelning 96 E Beroendemedicinska mottagningen Blod- och tumörsjukdomars behandlingsmottagning i Gränby Blodcentralen vid Akademiska sjukhuset Brännskadecentrum Bröstmottagningen vid Samariterhemmet BUP BUP ADHD på nätet BUP start Bäckenbotten­mottagningen Central intensivvårds­avdelning 70 G, CIVA Dagkirurgi­avdelning 101 E Dagkirurgiska gynekolog­avdelningen Dagkirurgiska operations­avdelningen Dagsjukvårds­avdelningen för endokrinologi och diabetes Dagsjukvårds­avdelningen för hud och reumatologi Dagsjukvårds­avdelningen för neurokirurgi och neurologi Dagsjukvårds­mottagningen för barn och ungdom Dagvårds­avdelningen för lungmedicin Dagvårdsavdelningen för onkologi DBT-enheten för vuxna Diabetes­mottagningen för barn och ungdom Dialys- och aferes­mottagningen Dietist­mottagningen vid Akademiska sjukhuset Endokrin- och diabetes­mottagningen Endokrin­­mottagningen för barn och ungdom Endometrios­centrum Endoskopi­mottagningen Familjeplaneringsmottagningen Folke Bernadotte neurorehabilitering Foniatri­mottagningen Fostermedicinska mottagningen Fysioterapi­mottagningen vid Akademiska sjukhuset Förlossningsavdelningen Geriatrisk akutvårds­avdelningen 30 A Gynekolog­avdelning 96 C1 Gynekolog­mottagningen vid Akademiska sjukhuset Gåskolan Handkirurg­mottagningen Hematolog­avdelning 101 A Hematolog­mottagningen Hjärtavdelning 50 F Hjärtintensivvårdsavdelning 50 G Hjärtmottagningen Hjärtmottagningen för barn och ungdom Hudmottagningen Håbo - Enköpings psykiatri­mottagning Hörsel- och balans­mottagning 1 Hörsel- och balansmottagning 2 Hörsel- och balansmottagning 3 IKB-teamet Infektions­avdelning 30 F Infektions­mottagning Intensivvårds­avdelningen för nyfödda 95 F Intermediärvårds­avdelning 70 F Kirurgavdelning 70 C Kirurgavdelning 70 D Kirurgavdelning 70 E Kirurgiska anestesi- och operations­avdelningen Kirurg­mottagningen Kirurg­mottagningen för barn och ungdom Klinisk fysiologiska mottagningen Kliniskt neurofysiologiska mottagningen Kraniofacialt centrum Kurators­mottagningen vid Akademiska sjukhuset Kvinnofrids­mottagningen Käk- och ansiktsröntgen Käkkirurgiska sjukvårds­mottagningen Käkkirurgiska tandvårds­mottagningen Kärlmottagningen Kärl-och hjärtultraljudslaboratoriet Könsidentitets­mottagningen Lekterapin Logoped­mottagningen i Enköping Logopedmottagningen i Svartbäcken Logoped­mottagningen i Tierp Logoped­mottagningen vid Akademiska sjukhuset Lung- och allergi­mottagningen Lungavdelning 50 E2 Lungmottagningen för barn och ungdom och CF-mottagningen Läpp-, käk- och gomspalt Mag- och tarmmottagningen för barn och ungdom Mag- tarm- och levermottagningen Mag- tarm- och njuravdelningen 100 B2 Medicinavdelning 30...;Akademiska sjukhuset har många olika roller – länssjukhus, specialistsjukhus, utbildningssjukhus och forskningssjukhus. Välkommen till oss!;Healthcare & Life Sciences;;;;success;200
2145;Almi;almi.se;publicsector;Välkommen till Almi! Finansiering + rådgivning = Almi Så kan Almi hjälpa&nbspdig Våra tjänster Vi ger näring till Sverige genom att erbjuda finansiering i form av lån och riskkapital samt stöd och vägledning inom affärsutveckling till små och medelstora företag. Lån Jag vill Finansiera företaget med lån från Almi Riskkapital Jag vill Ta in riskkapital som nytt ägarkapital Affärsutveckling Jag vill Utveckla mitt företag och göra det redo för framtiden Mer från Almi Hållbarhetsdialogen Ett verktyg för att utveckla din affär Inspiration Lär och inspireras av andra företagare och se hur de löste sin utmaning Mallar och guider Mallar och guider för att effektivisera ditt arbete när du utvecklar ditt företag. Skapa värde – ekonomiskt, miljömässigt och socialt Hållbar tillväxt – vad menar vi? Du har väl inte missat? Webinar och podcast Kunskap och inspiration när du har tid och i din takt. Startseminarier En serie i fyra kapitel För dig som står i begrepp att börja utveckla ditt företag Från ord till handling En serie korta program om hållbarhet Så går du från att bara prata, till att faktiskt göra Nästa steg En podcast om företagande för företagare Lärdomar och råd från företagare som tagit klivet du funderar på Vanliga frågor Frågor och svar Här hittar du de vanligaste frågorna om Almi. Måste företaget vara startat innan ansökan skickas in? Företaget behöver inte vara registrerat vid ansökningstillfället, men det måste vara registrerat innan utbetalning av beviljat lån kan genomföras. Kan jag ansöka om lån om jag saknar BankID? För att kunna fylla i en låneansökan i våra e-tjänster krävs bankID, mobilt bankID eller e-legitimation från Telia. Varför måste hållbarhet vara en del av min affär för att få hjälp från Almi? Hållbarhet är viktigt för alla företag som vill vara relevanta och finnas kvar i framtiden då kunder, företag och planeten ställer högre krav på företagen. Det gäller oavsett målgrupp eller om du erbjuder produkt eller tjänster. Att det går bra för dig och ditt företag och att ni finns kvar i framtiden är viktigt för Sverige. Vårt enda fokus är att det ska gå bra för dig och Sveriges små och medelstora företag. Därför får du alltid en hållbarhetsdialog på köpet när du träffar oss, och på så vis kan du rusta dig för framtiden. Läs mer om vår hållbarhetstjänst här. Almi AB ägs av staten genom finansdepartementet som genom ägaranvisning ger riktlinjer för bolagets inriktning med mera. Här kan du ta del av senaste ägaranvisningen. Vad skiljer riskkapital från lån? Riskkapital innebär att sälja en ägarandel av sitt företag till en investerare som i utbyte mot kapital får aktier, medan ett lån ska återbetalas. Investeraren tar en aktiv ägarroll, till exempel genom att ta plats i styrelsen. Fler frågor och svar hittar du här Regioner Vad händer i din region? Blekinge Dalarna Gotland Gävleborg Halland Jämtland Jönköping Kalmar Kronoberg Norrbotten Skåne Stockholm Sörmland Uppsala Värmland Västerbotten Västernorrland Västmanland Västra Götaland Örebro Östergötland Ingen anpassning Vi finns över hela landet. Välj din region om du vill veta vad som händer just där. Aktuellt Duroc Laser Coating vinner Almi Nords Hållbarhetspris Norrbotten Kalender Alla event Hela Sverige Koll & Kontroll den 11 november 11 nov Få platser kvar Uppsala Från Ägarlett till Ägarstyrt - för dig som vill ta nästa steg som ägare 11 nov Platser kvar Linköping Exportredo 11 nov Platser kvar Stockholm Linkedins potential och hur du maximerar den som företagare 11 nov Fullt Visby SMART Walk - guidad tur på Elmia Subcontractor 11/11 11 nov Platser kvar Jönköping Senaste nytt från Almi Pressreleaser och nyheter 07 nov. 2025 Almi Invest investerar i Gävlebaserade Biobase – utvecklar fossilfria industrivätskor Pressmeddelande Almi Invest investerar i Gävlebaserade Biobase som utvecklar fossilfria industrivätskor för att ersätta fossila alternativ inom basoljesegmentet. Investeringen sker tillsammans med Cano Invest och ska driva bolagets globala expansion. 05 nov. 2025 Almi Invest GreenTech investerar i DREV - tar in 31 miljoner för en säkrare och mer cirkulär batteriindustri Pressmeddelande Almi Invest Greentech investerar i Göteborgsbolaget DREV, som utvecklat det patenterade systemet Vault för att göra batteriproduktion säkrare och mer cirkulär genom återvinning av värdefulla metaller. 27 okt. 2025 Delårsrapport Q3 2025 Nyhet Se Almis delårsrapport för årets första nio månader, en samlad bild av utvecklingen inom affärsområdena lån, riskkapital och affärsutveckling. Gå till pressrum Nyhetsbrev Ja, jag vill anmäla mig till Almis nyhetsbrev! Registrera din e-postadress för att hålla dig uppdaterad om vad som händer hos Almi. Vi skickar löpande ut information blandat med inspiration och tips för dig som är företagare. E-postadress (obligatoriskt) Jag godkänner hantering av mina personuppgifter. Så hanterar Almi dina personuppgifter . Prenumerera på vårt nyhetsbrev;Almi stöttar små & medelstora företag med lån, riskkapital & affärsutveckling så alla företag med potential ska få samma möjlighet till hållbar tillväxt.;Financial, Consulting & Advisory;;;;success;200
1768;Integritetsskyddsmyndigheten;https://www.imy.se/;publicsector;Välkommen till IMY! Integritetsskyddsmyndigheten (IMY) arbetar för att skydda alla dina personuppgifter, till exempel om hälsa och ekonomi, så att de hanteras korrekt och inte hamnar i orätta händer. Välkommen till IMY! Integritetsskyddsmyndigheten (IMY) arbetar för att skydda alla dina personuppgifter, till exempel om hälsa och ekonomi, så att de hanteras korrekt och inte hamnar i orätta händer. Vad behöver du idag? Veta mer om mina rättigheter Hitta svar på en fråga Veta vad IMY kan hjälpa mig med Aktuellt från oss Ta del av beslut i tillsyner, nya publikationer, remissvar med mera från IMY. Tillsyner och beslut Översikt praxisbeslut Remissvar Publikationer Webbinarier och konferenser Lediga jobb Tillsyner och beslut Översikt praxisbeslut Remissvar Publikationer Webbinarier och konferenser Lediga jobb Få fördjupad vägledning i GDPR – anmäl ert innovationsprojekt till IMY:s regulatoriska sandlåda. Senast den 12 december. Få grepp om grunderna i GDPR med kunskapsfilmerna på IMY play Anmälan till årets DSO-konferens är öppen! Välkommen! Nyheter Se fler nyheter Förslag för att underlätta GDPR-efterlevnad önskas av EDPB 10 november 2025 I ett uttalande från ett toppmöte i Helsingfors i juli 2025 meddelade EDPB att man kommer att ta fram olika mallar och formulär i syfte att förenkla för organisationer att följa GDPR. EDPB antar yttrande om adekvansbeslut för Brasilien 05 november 2025 Under sitt senaste plenarmöte antog Europeiska dataskyddsstyrelsen (EDPB) ett yttrande om EU-kommissionens utkast till beslut om en adekvat skyddsnivå för personuppgifter i Brasilien. IMY stöttar innovationsprojekt med vägledning i GDPR 04 november 2025 Nu kan innovationsprojekt anmäla sitt intresse att delta i Integritetsskyddsmyndighetens (IMY:s) regulatoriska sandlåda. I sandlådan ger IMY stöd i komplexa dataskyddsfrågor. IMY-bloggen Se fler blogginlägg Så kamerabevakar ni rätt på skolan Tänk säkert hela året - om generativ AI och personuppgiftsansvar Våra vanligaste e-tjänster och blanketter För dig som privatperson För dig som privatperson Klaga på en personuppgiftsbehandling Klaga på otillåten kamerabevakning Lämna en visselblåsning Se alla blanketter och e-tjänster för privatpersoner För er inom verksamhet För er inom verksamhet Anmäl personuppgiftsincident Anmäl dataskyddsombud Ansök om kredit­upplysnings­tillstånd Se alla blanketter och e-tjänster för verksamhet;Vi arbetar för att skydda alla dina personuppgifter, till exempel om hälsa och ekonomi, så att de hanteras korrekt och inte hamnar i orätta händer.;;;;;success;200
2134;Live Squared AB;https://www.live2.se;supplier;Välkommen till Live2. Vi brinner för att skapa ett mer öppet och demokratiskt samhälle genom att tillgängliggöra information till människor. AI är ett fantastiskt verktyg när det används på rätt sätt – låt oss visa vägen! Live2 är en startup från Gotland som fokuserar på AI och skriven media. Vi är dedikerade till att snabba upp nyhetsflödet och att leverera artiklar som överträffar dina förväntningar samt effektiviserar din organisation. Genom att använda AI tillgängliggör vi nyheter, information och viktiga budskap till läsare till en mycket låg kostnad. Genom att samla information från offentliga organisationer och lokala myndigheter bidrar AI till transparens, öppenhet och tillgång till korrekt, saklig information. I kriget mot desinformation behöver du snabb publicering och låga prenumerationskostnader – låt därför AI bli en del av det redaktionella arbetet och frigör tid för dina journalister.;Maximal redaktionellframgång med AI Välkommen till Live2 Vi brinner för att skapa ett mer öppet och demokratiskt samhälle genom att tillgängliggöra information till människor. AI är ett fantastiskt verktyg när det används på rätt sätt - låt oss visa vägen! Live2 är en startup från Gotland som fokuserar på AI och skriven media. Vi är;Civil Society, Defense, Consulting & Advisory, Authority & Agency;Administration, IT & Software, Customer Service & Support, Human Resources, Education & Learning;;;success;200
2091;Nacka kommun;https://www.nacka.se/;publicsector;Välkommen till Nacka om du vill vara med på en spännande utvecklingsresa när Nacka växer och bygger stad. Nacka är en av Sveriges mest attraktiva kommuner med ett fantastiskt läge. Här finns naturen, havet och sjöarna samtidigt som det är nära till Stockholms city. Som medarbetare i Nacka får du möjlighet att utvecklas utifrån dina förutsättningar och kommunens utmaningar.Bland våra anställda finns många ambassadörer som trivs med att jobba i nytänkande Nacka och som kan rekommendera andra att jobba hos oss. Vi ska vara bäst på att vara kommun och behöver de bästa medarbetarna för att varje dag förverkliga den ambitionen. Välj Nacka och väx med oss om du vill arbeta i en attraktiv kommun och förverkliga dina drömmar.;Information om Nacka kommuns tjänster och verksamheter. Här bor drygt 100 000 invånare, tillsammans gör vi Nacka till en attraktiv plats att leva, verka och vistas på!;Municipality;;;;success;200
1651;Länsförsäkringar Bank;https://www.lansforsakringar.se;corporation;"Välkommen till oss på Länsförsäkringar! Länsförsäkringsgruppen består av 23 lokala och kundägda länsförsäkringsbolag runt om i hela Sverige som tillsammans äger utvecklings- och servicebolaget Länsförsäkringar AB i Stockholm.  Vi erbjuder våra kunder helhetslösningar inom bank, försäkring och fastighetsförmedling. Genom våra dotterbolag Agria och LF Finans erbjuder vi djurförsäkring respektive finansieringslösningar. En stor del av Länsförsäkringars framgångar ligger i balansen mellan lokalt och gemensamt.  Vill du vara en del av något större? Vi har lediga jobb inom flera olika kategorier, du hittar dem under fliken ""Visa jobb"". Hos oss är du med och skapar trygghet för både människor och samhällen. Att vara en del av något större blir en naturlig del av din vardag.";Länsförsäkringar finns nära dig och erbjuder bank- och försäkringstjänster för privatpersoner, företag och lantbrukare.;Financial;IT & Software;Vision & Strategy;;success;200
2135;Omniarch AB;https://omniarch.se;corporation;Vår expertis spänner från att i styrelserum och ledningsgrupper agera rådgivare och beslutsfattare, till att med en välutvecklad strategisk skärpa och operativ finess, bidra med know-how och best-practice som möter och överträffar era kunders förväntningar.;Tillväxtbyrå för E-handel & Digital Affärsutveckling - Omniarch. Tillväxtbyrå med best-practice inom digital affärsutveckling. Maxa digitala potentialen med expertstöd inom hela kundresan.;Consulting & Advisory;;;;success;200
1177;Microsoft;https://www.microsoft.com/sv-se;corporation;Vårt uppdrag är att ge varje person och varje företag på planeten möjlighet att uppnå mer. Läs mer om vårt företag, vilka vi är och våra värderingar. Utforska Microsofts produkter och tjänster för hemmet och företaget. Köp Microsoft 365, Copilot, Teams, Xbox, Windows, Azure, Surface och mycket mer.;Invent with purpose, realize cost savings, and make your organization more efficient with Microsoft Azure’s open and flexible cloud computing platform.;Information Technology;;;;success;200
1594;Vectorboard AI;https://vectorboard.ai;startup;Vectorboard is a Hyperparameter Optimization and Eval Framework for RAG Embeddings.Why settle for guesswork and suboptimal performance when it comes to your language model embeddings? The wrong parameters can cost you in speed, accuracy, and resources.That's where Vectorboard steps in. We automate the tedious process of parameter tuning and algorithm selection, offering real-time analytics to help you make informed decisions instantly. Save time, money, and avoid the headache of manual tweaking. Vectorboard turns your challenges into optimizations.;Open Source Embeddings Optimization and Eval Framework.;Information Technology;;;;success;200
1321;Svea AI;https://sveaai.se/;supplier;Vi bygger AI-chatbotar för både hemsida och SMS – tillgängliga 24/7 för att svara på kunders frågor. Utöver chatten erbjuder vi även en AI-assistent för e-post som läser, klassar och prioriterar inkommande mejl, föreslår eller skickar svar enligt era regler och kan skapa ärenden i CRM/helpdesk. Vi bygger också in specialfunktioner som bokningssystem, formulär m.m. – möjligheterna är i princip obegränsade.;Svea AI skapar svenska AI chatbotar som automatiserar kundsupport och förbättrar kundupplevelsen. Upptäck hur vår smarta chatbot teknologi kan hjälpa ditt företag idag att få fler kunder!;Information Technology;Research & Development, IT & Software, Engineering;;;ssl_error;
2105;Quantic Ceos New Media;quantic.se;supplier;Vi gör IT till en tillgång – inte en utmaning. Vi hjälper företag i Sverige att koppla samman system och leda framgångsrika IT-projekt;IT-strategi & digital utveckling för företag | Quantic. Vi hjälper företag att fatta rätt IT-beslut, driva digitala projekt och bygga lösningar som skapar resultat.;Consulting & Advisory;IT & Software, Customer Service & Support, Management & Leadership, Marketing & Communications, Sales, Innovation;Competence & Expertise, Culture & Mindset, Organization, Technology, Vision & Strategy, Data;;success;200
1735;Agido Management Consulting AB;agido.se;supplier;Vi leder förändring genom nära samarbete och senior expertis. Agido är ett växande managementkonsultbolag som hjälper organisationer och företag att lösa komplexa utmaningar, inom verksamhetsutveckling och systemimplementation. Tillsammans med våra kunder integrerar vi nya arbetsmetoder, anpassar strukturer och implementerar digitala lösningar. Våra seniora konsulter arbetar nära kunderna för att driva förändring. Vi kombinerar erfarenhet och kompetens med kreativ problemlösning för att utveckla och implementera långsiktiga lösningar. På Agido värderar vi integritet, nyfikenhet och engagemang. Våra konsulter lyssnar in, tänker nytt och omsätter kunskap till praktiska lösningar. Vi projektleder komplexa uppdrag med en genuin vilja att bidra till samhällets utveckling.;Agido | Management Consulting | Organisationsutveckling | Stockholm. Agido är ett växande management konsultbolag som hjälper organisationer och företag att lösa komplexa utmaningar, inom verksamhetsutveckling och systemimplementation.​ Vi vill skapa effektivare organisationer och företag för ett välmående samhälle. ;Consulting & Advisory;Management & Leadership;Execution;;success;200
1435;Responsr;https://responsr.io/;startup;Vi stärker upplevelsen, hantverket och gemenskapen. Genom responsr.io får du och ditt företag ovärdeliga insikter om dina kunder och får dina affärer att blomstra;Att mäta kundnöjdhet är viktigt för företagets framgång. Med vårt smidiga kundundersökningsverktyg kan ni enkelt samla in värdefull feedback från era kunder.;;;;;success;200
2045;Uppsala Kommun;https://www.uppsala.se/;publicsector;Vi underlättar Uppsalabornas vardag genom att allt från skolor och äldreomsorg till räddningstjänst, socialtjänst, bibliotek och renhållning fungerar. Allt vårt arbete grundar sig i vår värdegrund: att göra skillnad, arbeta tillsammans och välkomna nyskapande och hos oss finns plats för delaktighet och engagemang, men också för arbetsglädje och balans i livet. Vill du bli en av oss? Läs mer om hur det är att jobb hos oss på uppsala.se/jobba-hos-oss. Du kan också söka direkt efter ett spännande jobb i vår organisation via uppsala.se/ledigajobb.;På uppsala.se finns information om kommunens service och verksamheter. Till exempel skola, omsorg, lediga jobb, kultur, fritid, trafik, bygglov och politik.;Municipality;;;;success;200
1657;Vitec Software group;https://www.vitecsoftware.com/;corporation;Vitec är ledande inom vertical software och har sitt ursprung och huvudkontor i Umeå. Vi utvecklar och levererar standardprogram för olika nischer. På Vitec har vi en gemensam grund och ett gemensamt syfte: vi kommer från samma entreprenöriella bakgrund och vill bidra till samhällsnyttiga och verksamhetskritiska produkter. Sanningen är att många verksamheter skulle stanna utan Vitec. Därför måste vi tänka långsiktigt, vilket också uttrycks i vårt varumärkeslöfte – To rely on today and tomorrow.;Vitec är ett ledande programvarubolag inom vertical software och har sitt ursprung och huvudkontor i Umeå. Vi utvecklar och levererar standardprogram för olika nischer, som exempelvis apotek, banker, bilverkstäder, fastigheter, sjukvård och undervisning.;Information Technology;;;;success;200
